index,lemma,Type,id
1365,முக்கியமானவர்,Conjunctions,'01365
1366,தீவிரம்,Conjunctions,'01366
1367,சந்தேகம்,Adjectives,'01367
1368,இருவழி,Conjunctions,'01368
1369,போல்,Verb,'01369
1370,சங்கடம்,Conjunctions,'01370
1371,வரல்,Verb,'01371
1372,தளவாடம்,Conjunctions,'01372
1373,காப்புரிமை,Conjunctions,'01373
1374,விதிமீறல்,Conjunctions,'01374
1375,ஒருங்கிணை,Verb,'01375
1376,விவாதம்,Conjunctions,'01376
1377,முள்ளிவாய்க்கால்,Conjunctions,'01377
1378,மட்டுமல்லாமல்,Conjunctions,'01378
1379,வெடிபொருள்,Conjunctions,'01379
1380,ஜாக்கெட்டு,Conjunctions,'01380
1381,மாறு,Verb,'01381
1382,படையினர்,Conjunctions,'01382
1383,செயலிழ,Verb,'01383
1384,தோற்கடி,Adjectives,'01384
1385,இதுபோன்ற,Adjectives,'01385
1386,எந்தவிதத்,Adjectives,'01386
1387,சந்தேகி,Verb,'01387
1388,ராணுவத்தினர்,Conjunctions,'01388
1389,அவசரம்,Conjunctions,'01389
1390,பிரகடனம்,Conjunctions,'01390
1391,பயமுறுத்து,Verb,'01391
1392,வேண்டியவை,Verb,'01392
1393,ஏராளம்,Conjunctions,'01393
1394,எப்போதைக்கு,Conjunctions,'01394
1395,சாத்தியம்,Conjunctions,'01395
1396,தூண்டுதல்,Conjunctions,'01396
1397,யோசனை,Conjunctions,'01397
1398,சீர்திருத்த,Adjectives,'01398
1399,சொல்,Verb,'01399
1400,அப்போதைய,Adjectives,'01400
1401,பொதுச்சபை,Conjunctions,'01401
1402,மலேசியா,Conjunctions,'01402
1403,நாட்டவர்,Conjunctions,'01403
1404,வரைவு,Conjunctions,'01404
1405,பின்தங்கு,Verb,'01405
1406,ஜெர்மனி,Conjunctions,'01406
1407,அதாவது,Conjunctions,'01407
1408,அணுஉலை,Conjunctions,'01408
1409,கூடம்,Conjunctions,'01409
1410,படிப்படி,Conjunctions,'01410
1411,gஎர்மனி,Conjunctions,'01411
